,Protein UniProt Acc.,EC Number,isEnzyme
246771,Q9UGK8,0.0.0.0,0
246772,O75044,0.0.0.0,0
246774,P84103,0.0.0.0,0
246775,Q08170,0.0.0.0,0
246776,Q9BRL6,0.0.0.0,0
246777,Q9BWW4,0.0.0.0,0
246778,Q14714,0.0.0.0,0
246782,Q13291,0.0.0.0,0
246785,Q9P270,0.0.0.0,0
246786,Q9H6Q3,0.0.0.0,0
246787,Q07837,0.0.0.0,0
246791,O15105,0.0.0.0,0
246792,Q9UHJ3,0.0.0.0,0
246793,Q14683,0.0.0.0,0
246807,Q07889,0.0.0.0,0
246810,O94993,0.0.0.0,0
246815,Q8NBT2,0.0.0.0,0
246820,Q9Y657,0.0.0.0,0
246823,O43291,0.0.0.0,0
246828,O95149,0.0.0.0,0
246830,Q9H2V7,0.0.0.0,0
246831,Q9BUD6,0.0.0.0,0
246835,Q01082,0.0.0.0,0
246837,Q8N9Q2,0.0.0.0,0
246841,Q9H4F8,0.0.0.0,0
246842,O43759,0.0.0.0,0
246845,Q9BV90,0.0.0.0,0
246846,Q6IEG0,0.0.0.0,0
246848,P09012,0.0.0.0,0
246849,Q9NSN8,0.0.0.0,0
246851,Q53GS9,0.0.0.0,0
246852,Q9Y5W7,0.0.0.0,0
246853,P57768,0.0.0.0,0
246854,Q6ZQN7,0.0.0.0,0
246856,O14508,0.0.0.0,0
246871,Q7Z698,0.0.0.0,0
246873,O15020,0.0.0.0,0
246874,Q9NRC6,0.0.0.0,0
246875,Q969W0,0.0.0.0,0
246879,Q96JX3,0.0.0.0,0
246880,O43295,0.0.0.0,0
246887,Q92783,0.0.0.0,0
246889,Q14849,0.0.0.0,0
246891,P42224,0.0.0.0,0
246894,Q9Y3P8,0.0.0.0,0
246896,Q96BD8,0.0.0.0,0
246897,Q86WV1,0.0.0.0,0
246899,Q9Y448,0.0.0.0,0
246901,P12755,0.0.0.0,0
246904,Q0VAQ4,0.0.0.0,0
246905,P62316,0.0.0.0,0
246909,P54920,0.0.0.0,0
246910,O95863,0.0.0.0,0
246913,Q5SXM2,0.0.0.0,0
246914,Q13424,0.0.0.0,0
246915,Q13425,0.0.0.0,0
246916,Q9NY99,0.0.0.0,0
246917,Q9Y5X0,0.0.0.0,0
246918,Q9NRS6,0.0.0.0,0
246919,Q92543,0.0.0.0,0
246922,Q9Y6L6,0.0.0.0,0
246924,P01241,0.0.0.0,0
246928,Q9HB58,0.0.0.0,0
246929,Q15506,0.0.0.0,0
246930,P08047,0.0.0.0,0
246932,Q8NA61,0.0.0.0,0
246933,O75934,0.0.0.0,0
246934,Q8N0Z3,0.0.0.0,0
246935,Q14159,0.0.0.0,0
246941,P09486,0.0.0.0,0
246943,O43597,0.0.0.0,0
246946,O75494,0.0.0.0,0
246950,P28290,0.0.0.0,0
246954,Q9NTJ3,0.0.0.0,0
246958,B2RUZ4,0.0.0.0,0
246959,Q8NCR6,0.0.0.0,0
246965,Q9Y6H5,0.0.0.0,0
246966,Q7KZF4,0.0.0.0,0
246970,Q5SQN1,0.0.0.0,0
246971,Q92966,0.0.0.0,0
246974,Q8WY21,0.0.0.0,0
246975,P30626,0.0.0.0,0
246976,Q9BQ15,0.0.0.0,0
246979,Q8NEM7,0.0.0.0,0
246981,P36952,0.0.0.0,0
246982,Q9HBM1,0.0.0.0,0
246984,Q5TCZ1,0.0.0.0,0
246989,Q9NZQ3,0.0.0.0,0
246990,O43791,0.0.0.0,0
246995,Q96JI7,0.0.0.0,0
246999,Q12772,0.0.0.0,0
247001,O94875,0.0.0.0,0
247009,P0DJJ0,0.0.0.0,0
247011,Q9UQ35,0.0.0.0,0
247013,Q9NP31,0.0.0.0,0
247019,P48764,0.0.0.0,0
247020,Q92581,0.0.0.0,0
247021,Q13485,0.0.0.0,0
247024,Q92922,0.0.0.0,0
247026,Q96H20,0.0.0.0,0
247027,Q9Y5X3,0.0.0.0,0
247028,Q9Y5X1,0.0.0.0,0
247030,Q9NYB5,0.0.0.0,0
247031,Q92959,0.0.0.0,0
247032,Q9UIG8,0.0.0.0,0
247033,O94964,0.0.0.0,0
247037,Q96R06,0.0.0.0,0
247038,Q9UM82,0.0.0.0,0
247042,O95238,0.0.0.0,0
247043,Q96EA4,0.0.0.0,0
247044,Q9H9C1,0.0.0.0,0
247050,Q2M3C7,0.0.0.0,0
247053,Q7Z699,0.0.0.0,0
247055,Q9H040,0.0.0.0,0
247057,Q15637,0.0.0.0,0
247058,Q15428,0.0.0.0,0
247060,P63208,0.0.0.0,0
247062,Q86UD5,0.0.0.0,0
247067,Q15797,0.0.0.0,0
247070,Q9UQE7,0.0.0.0,0
247078,Q16637,0.0.0.0,0
247082,Q99747,0.0.0.0,0
247086,Q96DI7,0.0.0.0,0
247088,Q15036,0.0.0.0,0
247089,Q13596,0.0.0.0,0
247090,O60493,0.0.0.0,0
247091,Q9UNH7,0.0.0.0,0
247095,Q13342,0.0.0.0,0
247097,Q02086,0.0.0.0,0
247098,Q07617,0.0.0.0,0
247100,O75602,0.0.0.0,0
247101,Q99932,0.0.0.0,0
247102,Q9P0W8,0.0.0.0,0
247109,Q15393,0.0.0.0,0
247111,Q9Y371,0.0.0.0,0
247114,Q13796,0.0.0.0,0
247116,O60292,0.0.0.0,0
247118,O75182,0.0.0.0,0
247125,O95391,0.0.0.0,0
247129,O95347,0.0.0.0,0
247131,Q8IY18,0.0.0.0,0
247132,Q96SB8,0.0.0.0,0
247136,P23497,0.0.0.0,0
247137,Q9H0E3,0.0.0.0,0
247145,Q13435,0.0.0.0,0
247147,Q92765,0.0.0.0,0
247148,P35247,0.0.0.0,0
247150,Q9UQQ2,0.0.0.0,0
247151,Q5HYK7,0.0.0.0,0
247153,Q92529,0.0.0.0,0
247156,Q6IA17,0.0.0.0,0
247157,O15389,0.0.0.0,0
247158,O43699,0.0.0.0,0
247159,Q9Y336,0.0.0.0,0
247167,Q9BRT9,0.0.0.0,0
247169,Q96PX8,0.0.0.0,0
247170,O75094,0.0.0.0,0
247175,P03973,0.0.0.0,0
247178,Q969G3,0.0.0.0,0
247183,Q9Y5B9,0.0.0.0,0
247185,Q9UGT4,0.0.0.0,0
247189,Q9BRV3,0.0.0.0,0
247195,Q6ZMZ3,0.0.0.0,0
247201,P49675,0.0.0.0,0
247203,P02808,0.0.0.0,0
247206,Q86WV6,0.0.0.0,0
247212,O75558,0.0.0.0,0
247213,Q86Y82,0.0.0.0,0
247214,O14662,0.0.0.0,0
247228,Q93045,0.0.0.0,0
247230,Q9NRL3,0.0.0.0,0
247231,Q5VSL9,0.0.0.0,0
247236,P56962,0.0.0.0,0
247237,O43752,0.0.0.0,0
247241,P61956,0.0.0.0,0
247243,Q15022,0.0.0.0,0
247248,Q9UQF0,0.0.0.0,0
247258,Q9NYW4,0.0.0.0,0
247260,Q8IWZ8,0.0.0.0,0
247267,O75486,0.0.0.0,0
247268,Q15526,0.0.0.0,0
247274,P60508,0.0.0.0,0
247283,Q8IYJ3,0.0.0.0,0
247285,Q92797,0.0.0.0,0
247286,Q9UMS6,0.0.0.0,0
247287,Q8N3V7,0.0.0.0,0
247288,Q9UMZ2,0.0.0.0,0
247294,P37840,0.0.0.0,0
247295,Q9NYW7,0.0.0.0,0
247296,Q9NYJ8,0.0.0.0,0
247299,Q96BN2,0.0.0.0,0
247301,Q13148,0.0.0.0,0
247302,Q12962,0.0.0.0,0
247303,Q15544,0.0.0.0,0
247304,Q9H5J8,0.0.0.0,0
247309,Q4LDE5,0.0.0.0,0
247310,Q8NHG7,0.0.0.0,0
247322,O15061,0.0.0.0,0
247327,Q15543,0.0.0.0,0
247328,Q15573,0.0.0.0,0
247329,Q53T94,0.0.0.0,0
247330,Q15572,0.0.0.0,0
247331,O75529,0.0.0.0,0
247332,Q7Z7C8,0.0.0.0,0
247334,Q3MII6,0.0.0.0,0
247337,Q15814,0.0.0.0,0
247338,Q86TI0,0.0.0.0,0
247343,P08247,0.0.0.0,0
247344,Q8TDW5,0.0.0.0,0
247345,Q9NUM4,0.0.0.0,0
247346,Q24JP5,0.0.0.0,0
247350,Q8N5C8,0.0.0.0,0
247354,Q92844,0.0.0.0,0
247355,Q03518,0.0.0.0,0
247357,Q9NX61,0.0.0.0,0
247358,Q53R12,0.0.0.0,0
247360,Q9NYW5,0.0.0.0,0
247367,P10636,0.0.0.0,0
247368,Q9NU19,0.0.0.0,0
247369,Q71U36,0.0.0.0,0
247373,P04350,0.0.0.0,0
247376,Q9BT92,0.0.0.0,0
247379,P78371,0.0.0.0,0
247380,Q7Z6L1,0.0.0.0,0
247381,P40227,0.0.0.0,0
247382,Q9H147,0.0.0.0,0
247384,Q00059,0.0.0.0,0
247387,P48307,0.0.0.0,0
247390,Q8WUH2,0.0.0.0,0
247392,P61812,0.0.0.0,0
247393,Q96EK4,0.0.0.0,0
247394,Q9NVV9,0.0.0.0,0
247395,P10828,0.0.0.0,0
247396,Q16594,0.0.0.0,0
247398,Q99426,0.0.0.0,0
247400,P62380,0.0.0.0,0
247401,O15119,0.0.0.0,0
247403,Q86XR7,0.0.0.0,0
247404,Q15560,0.0.0.0,0
247405,Q9UL49,0.0.0.0,0
247408,P17987,0.0.0.0,0
247409,P49368,0.0.0.0,0
247410,Q99832,0.0.0.0,0
247415,Q9Y4R8,0.0.0.0,0
247416,O15273,0.0.0.0,0
247421,Q68CZ2,0.0.0.0,0
247422,Q99973,0.0.0.0,0
247424,Q9NXF1,0.0.0.0,0
247427,P01135,0.0.0.0,0
247428,Q9BT49,0.0.0.0,0
247429,P05543,0.0.0.0,0
247430,P52657,0.0.0.0,0
247431,P29084,0.0.0.0,0
247432,P35269,0.0.0.0,0
247433,Q9Y228,0.0.0.0,0
247435,O75410,0.0.0.0,0
247438,P40200,0.0.0.0,0
247439,O75478,0.0.0.0,0
247445,Q8IZX4,0.0.0.0,0
247446,Q15542,0.0.0.0,0
247454,Q9UK61,0.0.0.0,0
247456,Q8IV04,0.0.0.0,0
247457,Q9C0C2,0.0.0.0,0
247458,Q9H4B7,0.0.0.0,0
247459,Q13509,0.0.0.0,0
247460,Q8TC07,0.0.0.0,0
247462,Q9P0N9,0.0.0.0,0
247464,Q99593,0.0.0.0,0
247467,P56279,0.0.0.0,0
247468,Q8TDR4,0.0.0.0,0
247471,P50990,0.0.0.0,0
247472,O15040,0.0.0.0,0
247476,A2RU30,0.0.0.0,0
247477,Q92759,0.0.0.0,0
247479,Q01664,0.0.0.0,0
247484,Q08629,0.0.0.0,0
247485,O00268,0.0.0.0,0
247486,Q9Y6J9,0.0.0.0,0
247490,Q9BVV6,0.0.0.0,0
247492,Q9H2D6,0.0.0.0,0
247495,Q4KMP7,0.0.0.0,0
247496,Q8WUA7,0.0.0.0,0
247497,Q9P2M4,0.0.0.0,0
247498,O75347,0.0.0.0,0
247499,Q92609,0.0.0.0,0
247500,O95759,0.0.0.0,0
247502,P23258,0.0.0.0,0
247504,Q12788,0.0.0.0,0
247506,Q8WWU5,0.0.0.0,0
247509,P13693,0.0.0.0,0
247516,Q8N8B7,0.0.0.0,0
247518,Q969V4,0.0.0.0,0
247520,Q15554,0.0.0.0,0
247522,Q8IWB6,0.0.0.0,0
247524,O95379,0.0.0.0,0
247526,Q9GZN2,0.0.0.0,0
247529,Q9BSW7,0.0.0.0,0
247531,Q6NXT6,0.0.0.0,0
247535,Q96BZ9,0.0.0.0,0
247538,Q3YBR2,0.0.0.0,0
247543,Q15170,0.0.0.0,0
247544,Q8IUC6,0.0.0.0,0
247545,P36402,0.0.0.0,0
247547,P53999,0.0.0.0,0
247551,Q16635,0.0.0.0,0
247552,P68363,0.0.0.0,0
247554,P68371,0.0.0.0,0
247555,Q9HA65,0.0.0.0,0
247556,Q66K14,0.0.0.0,0
247557,Q9BTW9,0.0.0.0,0
247558,Q15813,0.0.0.0,0
247559,Q8TEA7,0.0.0.0,0
247560,Q9BYX2,0.0.0.0,0
247561,Q9UJT1,0.0.0.0,0
247563,Q9BZK7,0.0.0.0,0
247569,O43435,0.0.0.0,0
247570,Q9UL17,0.0.0.0,0
247578,Q5QJE6,0.0.0.0,0
247579,Q2MV58,0.0.0.0,0
247580,Q9UIK5,0.0.0.0,0
247585,Q6XYQ8,0.0.0.0,0
247586,Q17RD7,0.0.0.0,0
247587,Q9HCH5,0.0.0.0,0
247588,Q8WVE7,0.0.0.0,0
247590,Q8IXH6,0.0.0.0,0
247591,Q96RI8,0.0.0.0,0
247593,Q86TJ2,0.0.0.0,0
247594,P37802,0.0.0.0,0
247598,Q969Z0,0.0.0.0,0
247600,P20062,0.0.0.0,0
247603,P50991,0.0.0.0,0
247605,Q9H7E2,0.0.0.0,0
247606,Q9NYB0,0.0.0.0,0
247609,O75443,0.0.0.0,0
247610,P29083,0.0.0.0,0
247611,O75528,0.0.0.0,0
247616,Q6P1X5,0.0.0.0,0
247617,Q92750,0.0.0.0,0
247623,Q5H9L4,0.0.0.0,0
247624,Q15545,0.0.0.0,0
247625,Q9HBM6,0.0.0.0,0
247628,P07437,0.0.0.0,0
247629,Q3ZCM7,0.0.0.0,0
247630,Q9ULP9,0.0.0.0,0
247631,Q9Y2I9,0.0.0.0,0
247632,Q8IZP1,0.0.0.0,0
247634,O60343,0.0.0.0,0
247635,Q9Y4P3,0.0.0.0,0
247637,Q9Y458,0.0.0.0,0
247639,P20061,0.0.0.0,0
247641,P48643,0.0.0.0,0
247646,Q96QE5,0.0.0.0,0
247647,Q86WV5,0.0.0.0,0
247649,P05452,0.0.0.0,0
247651,Q00403,0.0.0.0,0
247653,Q12789,0.0.0.0,0
247654,P15923,0.0.0.0,0
247662,Q6YHU6,0.0.0.0,0
247666,Q5TEJ8,0.0.0.0,0
247667,Q6I9Y2,0.0.0.0,0
247672,Q04724,0.0.0.0,0
247673,Q04725,0.0.0.0,0
247674,Q9H808,0.0.0.0,0
247676,Q9Y490,0.0.0.0,0
247677,O75674,0.0.0.0,0
247679,Q6NUQ4,0.0.0.0,0
247682,Q9HBJ8,0.0.0.0,0
247684,Q9BUB7,0.0.0.0,0
247685,Q6ZXV5,0.0.0.0,0
247687,P50591,0.0.0.0,0
247688,O43508,0.0.0.0,0
247689,P01374,0.0.0.0,0
247693,Q9HAV5,0.0.0.0,0
247694,Q96GM8,0.0.0.0,0
247696,Q8WW24,0.0.0.0,0
247699,Q8WUA4,0.0.0.0,0
247700,Q969F1,0.0.0.0,0
247702,Q5H9I0,0.0.0.0,0
247709,Q9UPZ6,0.0.0.0,0
247711,P01266,0.0.0.0,0
247714,Q99595,0.0.0.0,0
247718,Q96CG3,0.0.0.0,0
247719,Q495A1,0.0.0.0,0
247724,P01033,0.0.0.0,0
247725,P35625,0.0.0.0,0
247727,Q9GZM7,0.0.0.0,0
247732,O00206,0.0.0.0,0
247734,Q8N9M5,0.0.0.0,0
247736,Q9NPI0,0.0.0.0,0
247738,Q9P0N5,0.0.0.0,0
247740,Q96BF3,0.0.0.0,0
247743,Q07654,0.0.0.0,0
247744,P10646,0.0.0.0,0
247745,P0C1Z6,0.0.0.0,0
247747,Q9UP52,0.0.0.0,0
247748,P13726,0.0.0.0,0
247750,P01137,0.0.0.0,0
247751,Q15583,0.0.0.0,0
247756,Q8NI27,0.0.0.0,0
247757,Q86V81,0.0.0.0,0
247758,Q13769,0.0.0.0,0
247765,O60602,0.0.0.0,0
247766,Q9NYK1,0.0.0.0,0
247768,Q6ZVM7,0.0.0.0,0
247770,Q12800,0.0.0.0,0
247772,Q14186,0.0.0.0,0
247773,P19532,0.0.0.0,0
247774,O14948,0.0.0.0,0
247775,P04155,0.0.0.0,0
247776,Q92734,0.0.0.0,0
247780,Q99757,0.0.0.0,0
247781,P16035,0.0.0.0,0
247782,Q9UJW2,0.0.0.0,0
247783,Q9BSI4,0.0.0.0,0
247784,P58753,0.0.0.0,0
247786,Q12893,0.0.0.0,0
247787,Q4V9L6,0.0.0.0,0
247788,Q92544,0.0.0.0,0
247790,P49755,0.0.0.0,0
247795,Q9H3N1,0.0.0.0,0
247797,O95150,0.0.0.0,0
247801,Q15388,0.0.0.0,0
247802,Q8WVT3,0.0.0.0,0
247803,Q9UL33,0.0.0.0,0
247804,P09493,0.0.0.0,0
247811,P10599,0.0.0.0,0
247816,Q96FV9,0.0.0.0,0
247817,Q96J01,0.0.0.0,0
247823,Q9Y3B3,0.0.0.0,0
247824,Q9UHN6,0.0.0.0,0
247825,Q9BXS4,0.0.0.0,0
247826,Q9BSE2,0.0.0.0,0
247827,P23510,0.0.0.0,0
247829,Q9NS68,0.0.0.0,0
247831,P19438,0.0.0.0,0
247832,O75509,0.0.0.0,0
247833,P43489,0.0.0.0,0
247835,Q92547,0.0.0.0,0
247838,Q9ULQ1,0.0.0.0,0
247839,Q9Y5R8,0.0.0.0,0
247841,Q9Y5J6,0.0.0.0,0
247843,Q9Y3Q8,0.0.0.0,0
247844,Q9NYV7,0.0.0.0,0
247846,Q96A56,0.0.0.0,0
247849,Q15750,0.0.0.0,0
247850,O95359,0.0.0.0,0
247852,Q9Y6A5,0.0.0.0,0
247854,P49848,0.0.0.0,0
247858,Q9Y4C2,0.0.0.0,0
247862,Q9HBL0,0.0.0.0,0
247863,P54274,0.0.0.0,0
247864,Q8IYF3,0.0.0.0,0
247865,Q9Y5Q8,0.0.0.0,0
247869,Q8IVF5,0.0.0.0,0
247874,P24821,0.0.0.0,0
247875,Q9UQP3,0.0.0.0,0
247876,Q8IZW8,0.0.0.0,0
247880,Q9UGI8,0.0.0.0,0
247882,Q13889,0.0.0.0,0
247883,Q92994,0.0.0.0,0
247884,Q9Y5Q9,0.0.0.0,0
247885,Q04206,0.0.0.0,0
247886,Q9NQB0,0.0.0.0,0
247889,O43294,0.0.0.0,0
247891,O43493,0.0.0.0,0
247892,Q7Z6K1,0.0.0.0,0
247897,Q9UNS1,0.0.0.0,0
247899,P20366,0.0.0.0,0
247900,Q9UHF0,0.0.0.0,0
247902,P31483,0.0.0.0,0
247904,Q13009,0.0.0.0,0
247908,Q9Y3D7,0.0.0.0,0
247915,Q9BVW5,0.0.0.0,0
247916,O75663,0.0.0.0,0
247917,P47974,0.0.0.0,0
247919,Q9HC07,0.0.0.0,0
247923,Q9UM00,0.0.0.0,0
247925,Q15363,0.0.0.0,0
247926,P17152,0.0.0.0,0
247929,O75888,0.0.0.0,0
247931,P32971,0.0.0.0,0
247932,Q8NFZ5,0.0.0.0,0
247933,P19237,0.0.0.0,0
247934,P19429,0.0.0.0,0
247936,Q9UPQ9,0.0.0.0,0
247939,P50616,0.0.0.0,0
247940,Q8NFQ8,0.0.0.0,0
247942,Q9H0E2,0.0.0.0,0
247943,Q9NS69,0.0.0.0,0
247947,Q8TEL6,0.0.0.0,0
247948,Q12888,0.0.0.0,0
247950,O14925,0.0.0.0,0
247951,O43615,0.0.0.0,0
247952,O60220,0.0.0.0,0
247953,Q9Y5J7,0.0.0.0,0
247956,Q9NR96,0.0.0.0,0
247957,O75204,0.0.0.0,0
247958,Q8IY95,0.0.0.0,0
247959,Q5SNT2,0.0.0.0,0
247960,Q96Q45,0.0.0.0,0
247962,Q9UNG2,0.0.0.0,0
247963,Q06643,0.0.0.0,0
247966,Q92973,0.0.0.0,0
247967,Q9Y5L0,0.0.0.0,0
247968,Q9NP84,0.0.0.0,0
247970,Q92956,0.0.0.0,0
247974,P28908,0.0.0.0,0
247977,Q5JTV8,0.0.0.0,0
247979,Q9UJA5,0.0.0.0,0
247985,P62072,0.0.0.0,0
247988,Q3ZCQ8,0.0.0.0,0
247992,Q07352,0.0.0.0,0
247995,Q15399,0.0.0.0,0
247996,O60603,0.0.0.0,0
247997,O15455,0.0.0.0,0
247998,Q9NR97,0.0.0.0,0
248002,Q9H2S6,0.0.0.0,0
248004,Q93038,0.0.0.0,0
248005,P36941,0.0.0.0,0
248006,P25942,0.0.0.0,0
248007,Q9HCJ0,0.0.0.0,0
248008,P25445,0.0.0.0,0
248014,O60784,0.0.0.0,0
248017,Q15785,0.0.0.0,0
248018,O94826,0.0.0.0,0
248019,Q9P0U1,0.0.0.0,0
248021,Q96HA7,0.0.0.0,0
248025,Q13641,0.0.0.0,0
248027,Q969Z4,0.0.0.0,0
248031,Q15628,0.0.0.0,0
248033,O14763,0.0.0.0,0
248034,Q9UI30,0.0.0.0,0
248037,Q9UPV9,0.0.0.0,0
248039,Q13061,0.0.0.0,0
248045,Q9UBN4,0.0.0.0,0
248052,P02766,0.0.0.0,0
248054,Q9C0H2,0.0.0.0,0
248057,O75386,0.0.0.0,0
248062,Q9BRA2,0.0.0.0,0
248063,P40222,0.0.0.0,0
248064,Q86VQ3,0.0.0.0,0
248065,Q8N427,0.0.0.0,0
248069,P0DI81,0.0.0.0,0
248070,O43399,0.0.0.0,0
248072,P67936,0.0.0.0,0
248077,P07204,0.0.0.0,0
248079,Q96PN7,0.0.0.0,0
248080,Q14142,0.0.0.0,0
248081,Q9BYJ4,0.0.0.0,0
248082,Q8IWZ5,0.0.0.0,0
248084,Q7L0X0,0.0.0.0,0
248087,Q7RTX1,0.0.0.0,0
248088,Q8TE23,0.0.0.0,0
248089,P98066,0.0.0.0,0
248091,O95859,0.0.0.0,0
248092,O95858,0.0.0.0,0
248094,Q12899,0.0.0.0,0
248095,Q9H8W5,0.0.0.0,0
248096,Q9BYV2,0.0.0.0,0
248097,Q9BYV6,0.0.0.0,0
248100,O75382,0.0.0.0,0
248101,Q12816,0.0.0.0,0
248102,Q7Z4N2,0.0.0.0,0
248103,Q9UHF7,0.0.0.0,0
248111,Q7RTX0,0.0.0.0,0
248113,O14817,0.0.0.0,0
248114,P07996,0.0.0.0,0
248116,Q9H2G4,0.0.0.0,0
248118,O43156,0.0.0.0,0
248119,Q6ZVT0,0.0.0.0,0
248120,Q9NRJ4,0.0.0.0,0
248125,Q92563,0.0.0.0,0
248126,Q9BQ16,0.0.0.0,0
248128,Q86X45,0.0.0.0,0
248132,P48553,0.0.0.0,0
248133,Q7Z392,0.0.0.0,0
248135,Q9BX59,0.0.0.0,0
248136,O14798,0.0.0.0,0
248138,Q5T2D2,0.0.0.0,0
248147,Q9HC21,0.0.0.0,0
248148,Q16890,0.0.0.0,0
248154,P40238,0.0.0.0,0
248155,Q9Y2L5,0.0.0.0,0
248159,Q9NZC2,0.0.0.0,0
248160,Q14134,0.0.0.0,0
248161,Q6P9F5,0.0.0.0,0
248163,Q15650,0.0.0.0,0
248164,Q86YW5,0.0.0.0,0
248169,Q8NET8,0.0.0.0,0
248170,Q9HBA0,0.0.0.0,0
248176,Q7Z2Z1,0.0.0.0,0
248177,Q9NPL8,0.0.0.0,0
248178,Q7Z403,0.0.0.0,0
248179,Q8IU68,0.0.0.0,0
248180,Q13445,0.0.0.0,0
248181,Q9HCN3,0.0.0.0,0
248182,Q15025,0.0.0.0,0
248183,Q96KP6,0.0.0.0,0
248185,P45379,0.0.0.0,0
248186,O14787,0.0.0.0,0
248187,Q02223,0.0.0.0,0
248188,O96008,0.0.0.0,0
248192,Q15633,0.0.0.0,0
248195,Q12815,0.0.0.0,0
248196,P48995,0.0.0.0,0
248198,O94759,0.0.0.0,0
248200,Q9H1D0,0.0.0.0,0
248204,Q9BVK6,0.0.0.0,0
248205,Q9P0T7,0.0.0.0,0
248206,O43557,0.0.0.0,0
248207,O95407,0.0.0.0,0
248209,P41273,0.0.0.0,0
248218,O00220,0.0.0.0,0
248220,O14836,0.0.0.0,0
248221,Q96RJ3,0.0.0.0,0
248222,Q9Y2W1,0.0.0.0,0
248224,Q15629,0.0.0.0,0
248225,Q9NP99,0.0.0.0,0
248226,Q9C019,0.0.0.0,0
248227,Q96RU7,0.0.0.0,0
248228,Q9C029,0.0.0.0,0
248231,Q96Q05,0.0.0.0,0
248232,O94811,0.0.0.0,0
248235,P12270,0.0.0.0,0
248236,Q9ULW0,0.0.0.0,0
248240,O00300,0.0.0.0,0
248244,Q13077,0.0.0.0,0
248245,O00463,0.0.0.0,0
248247,Q12931,0.0.0.0,0
248248,Q6PIZ9,0.0.0.0,0
248251,P20396,0.0.0.0,0
248252,O95361,0.0.0.0,0
248254,O43715,0.0.0.0,0
248255,Q15643,0.0.0.0,0
248257,P28289,0.0.0.0,0
248258,P48023,0.0.0.0,0
248259,P63316,0.0.0.0,0
248261,Q9Y6Q6,0.0.0.0,0
248264,P20333,0.0.0.0,0
248265,Q07011,0.0.0.0,0
248268,Q9H497,0.0.0.0,0
248269,O94842,0.0.0.0,0
248270,P55327,0.0.0.0,0
248271,P62995,0.0.0.0,0
248272,P08582,0.0.0.0,0
248274,Q07283,0.0.0.0,0
248278,Q99816,0.0.0.0,0
248280,P49815,0.0.0.0,0
248281,Q9BZW7,0.0.0.0,0
248283,P01222,0.0.0.0,0
248284,Q8NG11,0.0.0.0,0
248285,Q01534,0.0.0.0,0
248286,Q6PGP7,0.0.0.0,0
248295,O43914,0.0.0.0,0
248296,Q9NPG3,0.0.0.0,0
248297,Q14157,0.0.0.0,0
248298,Q13404,0.0.0.0,0
248299,P17480,0.0.0.0,0
248300,Q9NRR5,0.0.0.0,0
248301,P55916,0.0.0.0,0
248302,Q8IX04,0.0.0.0,0
248315,Q9Y210,0.0.0.0,0
248322,P35442,0.0.0.0,0
248329,Q8NBS9,0.0.0.0,0
248330,P10074,0.0.0.0,0
248334,Q8TD43,0.0.0.0,0
248336,Q9Y4A5,0.0.0.0,0
248337,P16473,0.0.0.0,0
248338,O60635,0.0.0.0,0
248339,Q99598,0.0.0.0,0
248340,P35443,0.0.0.0,0
248344,Q15361,0.0.0.0,0
248346,O00294,0.0.0.0,0
248348,Q6A555,0.0.0.0,0
248349,O14530,0.0.0.0,0
248354,P26651,0.0.0.0,0
248355,Q9H313,0.0.0.0,0
248357,Q9H3M7,0.0.0.0,0
248358,O43396,0.0.0.0,0
248363,Q70EL1,0.0.0.0,0
248373,Q9NRE2,0.0.0.0,0
248376,P41732,0.0.0.0,0
248385,O75896,0.0.0.0,0
248392,Q13432,0.0.0.0,0
248393,Q01081,0.0.0.0,0
248397,Q9GZZ9,0.0.0.0,0
248398,O15205,0.0.0.0,0
248399,Q9UMX0,0.0.0.0,0
248400,P57075,0.0.0.0,0
248402,O95847,0.0.0.0,0
248405,P26368,0.0.0.0,0
248406,Q15696,0.0.0.0,0
248407,Q15819,0.0.0.0,0
248409,Q9BSL1,0.0.0.0,0
248410,P0CG47,0.0.0.0,0
248412,O00124,0.0.0.0,0
248413,Q969E3,0.0.0.0,0
248418,O75631,0.0.0.0,0
248420,Q7Z4L5,0.0.0.0,0
248421,Q96AE7,0.0.0.0,0
248422,Q5W5X9,0.0.0.0,0
248423,Q86TV6,0.0.0.0,0
248427,P41226,0.0.0.0,0
248428,Q8NBM4,0.0.0.0,0
248433,Q8NB66,0.0.0.0,0
248435,Q8IV45,0.0.0.0,0
248436,Q9H1C4,0.0.0.0,0
248440,Q6ZN44,0.0.0.0,0
248447,P27449,0.0.0.0,0
248450,P49767,0.0.0.0,0
248456,Q7Z7G8,0.0.0.0,0
248460,Q92558,0.0.0.0,0
248461,Q9UPY6,0.0.0.0,0
248463,Q9Y2W2,0.0.0.0,0
248464,Q969T9,0.0.0.0,0
248465,O75554,0.0.0.0,0
248469,Q96EX3,0.0.0.0,0
248470,Q9P2L0,0.0.0.0,0
248471,Q14508,0.0.0.0,0
248473,O76024,0.0.0.0,0
248481,P23025,0.0.0.0,0
248482,P55060,0.0.0.0,0
248483,Q9HAV4,0.0.0.0,0
248484,Q9UBH6,0.0.0.0,0
248485,Q6P2D8,0.0.0.0,0
248488,O75691,0.0.0.0,0
248489,Q9BRU9,0.0.0.0,0
248494,P46939,0.0.0.0,0
248495,Q9UBK9,0.0.0.0,0
248502,P11473,0.0.0.0,0
248510,Q8N3P4,0.0.0.0,0
248512,Q8TAG5,0.0.0.0,0
