Protein UniProt Acc.,EC Number,isEnzyme
Q9UN71,0.0.0.0,0
P48539,0.0.0.0,0
I0J062,0.0.0.0,0
P83859,0.0.0.0,0
O00398,0.0.0.0,0
Q15391,0.0.0.0,0
Q9BSG0,0.0.0.0,0
Q9P2E7,0.0.0.0,0
Q9Y5E6,0.0.0.0,0
O14917,0.0.0.0,0
Q8N6Y1,0.0.0.0,0
Q9Y5H0,0.0.0.0,0
Q15269,0.0.0.0,0
Q9Y6I8,0.0.0.0,0
Q96A99,0.0.0.0,0
Q6ISU1,0.0.0.0,0
P49190,0.0.0.0,0
Q3KNS1,0.0.0.0,0
Q13610,0.0.0.0,0
Q9NR77,0.0.0.0,0
O14957,0.0.0.0,0
O75127,0.0.0.0,0
P81277,0.0.0.0,0
Q9Y2K5,0.0.0.0,0
Q6DKI7,0.0.0.0,0
O15541,0.0.0.0,0
Q9BX46,0.0.0.0,0
Q5T8P6,0.0.0.0,0
Q9UDW1,0.0.0.0,0
Q6WBX8,0.0.0.0,0
Q8IY67,0.0.0.0,0
Q9HCJ3,0.0.0.0,0
Q969Q5,0.0.0.0,0
Q9BTD8,0.0.0.0,0
O75628,0.0.0.0,0
P82980,0.0.0.0,0
Q6ZTQ3,0.0.0.0,0
Q9UKA8,0.0.0.0,0
Q8NC24,0.0.0.0,0
P55042,0.0.0.0,0
Q0D2K3,0.0.0.0,0
Q9H4I0,0.0.0.0,0
Q7Z3Z2,0.0.0.0,0
P35243,0.0.0.0,0
Q9H6H4,0.0.0.0,0
Q86X27,0.0.0.0,0
Q6BDI9,0.0.0.0,0
P50120,0.0.0.0,0
P85298,0.0.0.0,0
Q14CB8,0.0.0.0,0
Q9P2N2,0.0.0.0,0
Q53QZ3,0.0.0.0,0
P42331,0.0.0.0,0
Q6NUK4,0.0.0.0,0
Q00765,0.0.0.0,0
P48304,0.0.0.0,0
Q8IUW5,0.0.0.0,0
Q2KHR2,0.0.0.0,0
Q9NZL6,0.0.0.0,0
O15211,0.0.0.0,0
O94810,0.0.0.0,0
O15034,0.0.0.0,0
O75570,0.0.0.0,0
Q9BYZ6,0.0.0.0,0
Q99666,0.0.0.0,0
Q8TDU9,0.0.0.0,0
P62945,0.0.0.0,0
P62910,0.0.0.0,0
Q8TCC3,0.0.0.0,0
Q9BQ48,0.0.0.0,0
Q9P0J6,0.0.0.0,0
Q9ULX5,0.0.0.0,0
Q5T653,0.0.0.0,0
Q9BYD1,0.0.0.0,0
Q9NRX2,0.0.0.0,0
Q9BYC9,0.0.0.0,0
Q7Z2W9,0.0.0.0,0
Q9P0M9,0.0.0.0,0
Q9NZE8,0.0.0.0,0
Q8WVD5,0.0.0.0,0
P60153,0.0.0.0,0
Q9P015,0.0.0.0,0
Q9Y3A4,0.0.0.0,0
Q9UHV5,0.0.0.0,0
Q5VT52,0.0.0.0,0
Q5JTH9,0.0.0.0,0
Q9P1U0,0.0.0.0,0
Q6XPR3,0.0.0.0,0
Q96E11,0.0.0.0,0
Q14684,0.0.0.0,0
Q9BSF0,0.0.0.0,0
Q5BIV9,0.0.0.0,0
Q9UJW9,0.0.0.0,0
Q9NQ55,0.0.0.0,0
Q5TAH2,0.0.0.0,0
Q9NUQ6,0.0.0.0,0
Q9BXG8,0.0.0.0,0
Q9UNH6,0.0.0.0,0
Q86UG4,0.0.0.0,0
Q8WXH5,0.0.0.0,0
Q96PQ0,0.0.0.0,0
Q8IXZ3,0.0.0.0,0
Q9BXB7,0.0.0.0,0
Q2TAY7,0.0.0.0,0
P35326,0.0.0.0,0
Q8IYB5,0.0.0.0,0
Q8TER0,0.0.0.0,0
Q96P15,0.0.0.0,0
Q6P4A7,0.0.0.0,0
Q9H2Y9,0.0.0.0,0
A0A1B0GVQ0,0.0.0.0,0
Q9H0A9,0.0.0.0,0
Q8N5G0,0.0.0.0,0
Q9BZL3,0.0.0.0,0
Q8WVK2,0.0.0.0,0
Q5JUK2,0.0.0.0,0
Q96P63,0.0.0.0,0
Q9UBI4,0.0.0.0,0
Q8WUJ0,0.0.0.0,0
Q8TC36,0.0.0.0,0
Q7RTU9,0.0.0.0,0
Q1ZZU3,0.0.0.0,0
Q9NYW3,0.0.0.0,0
Q96L08,0.0.0.0,0
Q5VT97,0.0.0.0,0
Q16563,0.0.0.0,0
Q8N2H4,0.0.0.0,0
Q9BQS2,0.0.0.0,0
Q9P1P5,0.0.0.0,0
O14804,0.0.0.0,0
Q9BSH4,0.0.0.0,0
Q92537,0.0.0.0,0
Q8N300,0.0.0.0,0
Q01995,0.0.0.0,0
Q8TBP0,0.0.0.0,0
Q8IYX1,0.0.0.0,0
Q9H987,0.0.0.0,0
Q9H061,0.0.0.0,0
P59533,0.0.0.0,0
Q9C0D5,0.0.0.0,0
B6A8C7,0.0.0.0,0
Q9NYW6,0.0.0.0,0
Q96RJ0,0.0.0.0,0
Q86YL5,0.0.0.0,0
Q8N103,0.0.0.0,0
A7MCY6,0.0.0.0,0
Q6SJ96,0.0.0.0,0
Q9P2T0,0.0.0.0,0
Q3YBM2,0.0.0.0,0
P59535,0.0.0.0,0
Q92664,0.0.0.0,0
Q9NXG2,0.0.0.0,0
Q9BVX2,0.0.0.0,0
Q9P031,0.0.0.0,0
Q7L8C5,0.0.0.0,0
Q9NYV8,0.0.0.0,0
P48230,0.0.0.0,0
Q6IEE7,0.0.0.0,0
Q6ZT07,0.0.0.0,0
Q9UPU7,0.0.0.0,0
O60806,0.0.0.0,0
Q9BXT5,0.0.0.0,0
Q9UNN4,0.0.0.0,0
Q9NS62,0.0.0.0,0
Q9BVV7,0.0.0.0,0
Q9BSF4,0.0.0.0,0
Q9Y5J9,0.0.0.0,0
Q9BVK8,0.0.0.0,0
Q8WW34,0.0.0.0,0
Q86YD3,0.0.0.0,0
Q9BXF9,0.0.0.0,0
Q8WTV1,0.0.0.0,0
Q86UU9,0.0.0.0,0
Q9BSN7,0.0.0.0,0
Q9BX74,0.0.0.0,0
Q66K66,0.0.0.0,0
Q9BTX3,0.0.0.0,0
O15321,0.0.0.0,0
Q99805,0.0.0.0,0
O14668,0.0.0.0,0
Q9NZQ9,0.0.0.0,0
Q86SZ2,0.0.0.0,0
Q9NYV9,0.0.0.0,0
P59540,0.0.0.0,0
Q9Y2B4,0.0.0.0,0
Q9NYW2,0.0.0.0,0
Q969N4,0.0.0.0,0
P01848,0.0.0.0,0
Q9Y242,0.0.0.0,0
O60830,0.0.0.0,0
Q96PL2,0.0.0.0,0
P49788,0.0.0.0,0
Q8N511,0.0.0.0,0
Q9H330,0.0.0.0,0
O14669,0.0.0.0,0
Q9H1E5,0.0.0.0,0
Q8TB96,0.0.0.0,0
Q9BVC6,0.0.0.0,0
Q86XT9,0.0.0.0,0
P61165,0.0.0.0,0
Q03169,0.0.0.0,0
A5PLN9,0.0.0.0,0
Q8IUR0,0.0.0.0,0
Q96DX7,0.0.0.0,0
Q9Y584,0.0.0.0,0
Q96H15,0.0.0.0,0
Q6PJ69,0.0.0.0,0
Q9UJT2,0.0.0.0,0
O60636,0.0.0.0,0
P19075,0.0.0.0,0
Q9Y5U2,0.0.0.0,0
Q9NVV0,0.0.0.0,0
Q9BZW4,0.0.0.0,0
Q6UWJ1,0.0.0.0,0
Q6PEY1,0.0.0.0,0
Q9NQ34,0.0.0.0,0
Q9UDY6,0.0.0.0,0
Q8IUR5,0.0.0.0,0
Q6ICL3,0.0.0.0,0
Q86W33,0.0.0.0,0
Q8N4H5,0.0.0.0,0
Q15035,0.0.0.0,0
Q5GJ75,0.0.0.0,0
Q9HCN2,0.0.0.0,0
Q9Y3C4,0.0.0.0,0
Q96LD4,0.0.0.0,0
Q2NL82,0.0.0.0,0
Q9P2D8,0.0.0.0,0
Q9BT76,0.0.0.0,0
Q86VY4,0.0.0.0,0
Q9NX01,0.0.0.0,0
O43657,0.0.0.0,0
Q6PF05,0.0.0.0,0
Q8N3L3,0.0.0.0,0
Q9BSA4,0.0.0.0,0
Q969D9,0.0.0.0,0
Q96FV3,0.0.0.0,0
P62079,0.0.0.0,0
Q8NDW8,0.0.0.0,0
Q96AY4,0.0.0.0,0
Q6NXR4,0.0.0.0,0
Q8IXB3,0.0.0.0,0
Q96QS1,0.0.0.0,0
Q86WB7,0.0.0.0,0
Q6RSH7,0.0.0.0,0
O15213,0.0.0.0,0
P46094,0.0.0.0,0
Q8IW00,0.0.0.0,0
Q9H6D3,0.0.0.0,0
Q96IQ7,0.0.0.0,0
Q96DN2,0.0.0.0,0
Q9NQA3,0.0.0.0,0
Q9BV38,0.0.0.0,0
Q9UNX4,0.0.0.0,0
Q6PJI9,0.0.0.0,0
Q8IWA0,0.0.0.0,0
Q562E7,0.0.0.0,0
Q96KV7,0.0.0.0,0
Q502W6,0.0.0.0,0
Q96S15,0.0.0.0,0
Q15061,0.0.0.0,0
Q6P4I2,0.0.0.0,0
Q14135,0.0.0.0,0
Q7Z5H4,0.0.0.0,0
Q6PCB0,0.0.0.0,0
P55808,0.0.0.0,0
P62760,0.0.0.0,0
Q9ULE0,0.0.0.0,0
Q7Z5H5,0.0.0.0,0
Q9GZP7,0.0.0.0,0
O95389,0.0.0.0,0
O00258,0.0.0.0,0
Q9C0E2,0.0.0.0,0
Q9Y484,0.0.0.0,0
Q96QU6,0.0.0.0,0
Q9H0C2,0.0.0.0,0
Q8WXA8,0.0.0.0,0
Q8NC06,0.0.0.0,0
Q96IX9,0.0.0.0,0
Q8WWZ4,0.0.0.0,0
Q9UG63,0.0.0.0,0
Q15057,0.0.0.0,0
P55198,0.0.0.0,0
O60516,0.0.0.0,0
Q9NVV5,0.0.0.0,0
Q86UN6,0.0.0.0,0
O95841,0.0.0.0,0
Q8NI99,0.0.0.0,0
Q2VPB7,0.0.0.0,0
Q8TC27,0.0.0.0,0
Q9NZD4,0.0.0.0,0
Q9Y4X0,0.0.0.0,0
Q7Z7M1,0.0.0.0,0
Q9UKU9,0.0.0.0,0
Q96N21,0.0.0.0,0
Q8IZF5,0.0.0.0,0
Q9NQ31,0.0.0.0,0
Q9H9L7,0.0.0.0,0
Q53TS8,0.0.0.0,0
Q9UNK9,0.0.0.0,0
Q9Y2G4,0.0.0.0,0
Q9H8Y5,0.0.0.0,0
Q96F25,0.0.0.0,0
O43827,0.0.0.0,0
Q9BR61,0.0.0.0,0
Q8IZF7,0.0.0.0,0
Q8IZF3,0.0.0.0,0
Q8IZF4,0.0.0.0,0
Q96K78,0.0.0.0,0
Q86SQ6,0.0.0.0,0
Q86YJ7,0.0.0.0,0
O94778,0.0.0.0,0
Q8TER5,0.0.0.0,0
Q8IW93,0.0.0.0,0
Q8N4T4,0.0.0.0,0
P26436,0.0.0.0,0
Q7Z3E5,0.0.0.0,0
Q9Y575,0.0.0.0,0
Q9NWX5,0.0.0.0,0
Q6UX39,0.0.0.0,0
Q8N8A2,0.0.0.0,0
Q9BPX5,0.0.0.0,0
Q13520,0.0.0.0,0
Q9ULJ7,0.0.0.0,0
Q9BS18,0.0.0.0,0
Q9BPW4,0.0.0.0,0
Q8IUR7,0.0.0.0,0
Q6ZW76,0.0.0.0,0
P56381,0.0.0.0,0
Q9NQS1,0.0.0.0,0
Q9H672,0.0.0.0,0
Q9NY37,0.0.0.0,0
Q9C0F0,0.0.0.0,0
Q96BY7,0.0.0.0,0
Q96PE2,0.0.0.0,0
Q8N4G2,0.0.0.0,0
Q8NCT1,0.0.0.0,0
Q969Q4,0.0.0.0,0
Q8N1M1,0.0.0.0,0
Q9H503,0.0.0.0,0
Q8IXM2,0.0.0.0,0
Q6PI77,0.0.0.0,0
Q9UHQ4,0.0.0.0,0
Q8WY36,0.0.0.0,0
Q9BQE9,0.0.0.0,0
Q9HB09,0.0.0.0,0
Q7RTS1,0.0.0.0,0
Q5TH69,0.0.0.0,0
Q7L1Q6,0.0.0.0,0
P0C862,0.0.0.0,0
Q53S33,0.0.0.0,0
P59826,0.0.0.0,0
Q8WY22,0.0.0.0,0
Q14201,0.0.0.0,0
Q9Y3E2,0.0.0.0,0
P41223,0.0.0.0,0
Q9NP86,0.0.0.0,0
Q9BXU9,0.0.0.0,0
Q9H159,0.0.0.0,0
Q9ULB5,0.0.0.0,0
Q8ND23,0.0.0.0,0
Q9NQY0,0.0.0.0,0
P62952,0.0.0.0,0
Q8TDN4,0.0.0.0,0
Q9BRD0,0.0.0.0,0
Q8IXH8,0.0.0.0,0
Q96FH0,0.0.0.0,0
P59827,0.0.0.0,0
Q96Q07,0.0.0.0,0
Q6P4E1,0.0.0.0,0
Q9BWT7,0.0.0.0,0
Q8N350,0.0.0.0,0
Q9BUN5,0.0.0.0,0
Q9H7U1,0.0.0.0,0
Q03701,0.0.0.0,0
Q8N0S6,0.0.0.0,0
Q3MIR4,0.0.0.0,0
Q8IYW2,0.0.0.0,0
Q5EG05,0.0.0.0,0
Q6UXS9,0.0.0.0,0
Q96NT0,0.0.0.0,0
P46092,0.0.0.0,0
P21854,0.0.0.0,0
Q99618,0.0.0.0,0
Q13939,0.0.0.0,0
Q68DN1,0.0.0.0,0
Q9H6F5,0.0.0.0,0
Q49AH0,0.0.0.0,0
Q8TC20,0.0.0.0,0
Q9P1Z9,0.0.0.0,0
P27482,0.0.0.0,0
Q96G28,0.0.0.0,0
Q6ZU64,0.0.0.0,0
Q9H0I3,0.0.0.0,0
Q8IYX3,0.0.0.0,0
Q96CT7,0.0.0.0,0
Q9UEE9,0.0.0.0,0
H0YL14,0.0.0.0,0
Q9NRG0,0.0.0.0,0
Q96S66,0.0.0.0,0
Q96GV9,0.0.0.0,0
Q8WUH1,0.0.0.0,0
Q96RK0,0.0.0.0,0
Q86T13,0.0.0.0,0
Q9Y6N3,0.0.0.0,0
Q8N3C7,0.0.0.0,0
Q6P1S2,0.0.0.0,0
Q8IWP9,0.0.0.0,0
Q567U6,0.0.0.0,0
Q9HA82,0.0.0.0,0
Q8N6W0,0.0.0.0,0
Q96GE4,0.0.0.0,0
Q9UKY3,0.0.0.0,0
O75596,0.0.0.0,0
Q9BXL8,0.0.0.0,0
Q7Z4R8,0.0.0.0,0
Q9BUK0,0.0.0.0,0
Q9Y375,0.0.0.0,0
Q8N365,0.0.0.0,0
P33552,0.0.0.0,0
Q8NC01,0.0.0.0,0
Q92478,0.0.0.0,0
Q9H0A8,0.0.0.0,0
Q9UQ03,0.0.0.0,0
Q96L46,0.0.0.0,0
Q96I36,0.0.0.0,0
P10176,0.0.0.0,0
P51911,0.0.0.0,0
Q9Y6Z7,0.0.0.0,0
Q9UBI1,0.0.0.0,0
Q96KJ9,0.0.0.0,0
P24311,0.0.0.0,0
Q9NX76,0.0.0.0,0
P56747,0.0.0.0,0
Q17RW2,0.0.0.0,0
Q8IZV2,0.0.0.0,0
P56748,0.0.0.0,0
Q9H3J6,0.0.0.0,0
P56856,0.0.0.0,0
Q96KA5,0.0.0.0,0
P78369,0.0.0.0,0
O75153,0.0.0.0,0
Q7Z7J9,0.0.0.0,0
Q9NRU3,0.0.0.0,0
Q9GZQ3,0.0.0.0,0
Q6PUV4,0.0.0.0,0
P14406,0.0.0.0,0
Q9UGL9,0.0.0.0,0
O43169,0.0.0.0,0
Q7Z4L0,0.0.0.0,0
Q9P1W3,0.0.0.0,0
O00230,0.0.0.0,0
Q8IYJ1,0.0.0.0,0
O60676,0.0.0.0,0
Q8N4M1,0.0.0.0,0
Q5T3F8,0.0.0.0,0
P0CG12,0.0.0.0,0
P0CG13,0.0.0.0,0
Q9HCH3,0.0.0.0,0
P53672,0.0.0.0,0
Q68DQ2,0.0.0.0,0
Q0VDD7,0.0.0.0,0
Q6ZRH7,0.0.0.0,0
Q8N8Q8,0.0.0.0,0
Q96S65,0.0.0.0,0
Q9P218,0.0.0.0,0
Q9NX08,0.0.0.0,0
Q9Y6G5,0.0.0.0,0
Q9H1M4,0.0.0.0,0
P24310,0.0.0.0,0
P35663,0.0.0.0,0
Q14093,0.0.0.0,0
Q15828,0.0.0.0,0
Q9BQY9,0.0.0.0,0
Q5QP82,0.0.0.0,0
Q96JK2,0.0.0.0,0
O00399,0.0.0.0,0
Q8IXT1,0.0.0.0,0
Q14154,0.0.0.0,0
Q9ULE3,0.0.0.0,0
Q8N907,0.0.0.0,0
Q96PH6,0.0.0.0,0
Q5JQC4,0.0.0.0,0
Q8NCS7,0.0.0.0,0
Q8N9W5,0.0.0.0,0
Q717R9,0.0.0.0,0
B3EWF7,0.0.0.0,0
Q9H501,0.0.0.0,0
P58658,0.0.0.0,0
Q9HC35,0.0.0.0,0
Q9BV81,0.0.0.0,0
Q9NQ60,0.0.0.0,0
O43731,0.0.0.0,0
P22794,0.0.0.0,0
Q5TYM5,0.0.0.0,0
Q52LJ0,0.0.0.0,0
Q53R41,0.0.0.0,0
O60645,0.0.0.0,0
Q9NWS6,0.0.0.0,0
Q96EK7,0.0.0.0,0
Q96PV7,0.0.0.0,0
Q14CZ7,0.0.0.0,0
Q9BTP7,0.0.0.0,0
Q8TB52,0.0.0.0,0
Q5XUX1,0.0.0.0,0
Q8NHP7,0.0.0.0,0
Q86VR2,0.0.0.0,0
Q6UX46,0.0.0.0,0
Q6X9E4,0.0.0.0,0
Q8NE31,0.0.0.0,0
O94988,0.0.0.0,0
Q8WUY9,0.0.0.0,0
Q68CQ4,0.0.0.0,0
O60479,0.0.0.0,0
O75064,0.0.0.0,0
Q96J86,0.0.0.0,0
Q8TEB1,0.0.0.0,0
Q9UBT3,0.0.0.0,0
Q9BY27,0.0.0.0,0
O95057,0.0.0.0,0
O95661,0.0.0.0,0
Q8TBM8,0.0.0.0,0
Q9NVH1,0.0.0.0,0
O96015,0.0.0.0,0
Q8TEW6,0.0.0.0,0
Q96D03,0.0.0.0,0
Q4LDG9,0.0.0.0,0
Q9BYW3,0.0.0.0,0
A2RUS2,0.0.0.0,0
Q96DF8,0.0.0.0,0
Q9UK85,0.0.0.0,0
Q9P104,0.0.0.0,0
Q6PKX4,0.0.0.0,0
O14531,0.0.0.0,0
Q9BPU6,0.0.0.0,0
Q8N690,0.0.0.0,0
Q3B7T1,0.0.0.0,0
Q9BUP0,0.0.0.0,0
Q9Y3R5,0.0.0.0,0
Q8IYX4,0.0.0.0,0
O75953,0.0.0.0,0
Q7L190,0.0.0.0,0
Q8NBI3,0.0.0.0,0
Q8IY82,0.0.0.0,0
Q9UBS3,0.0.0.0,0
Q3MIW9,0.0.0.0,0
P60608,0.0.0.0,0
Q92782,0.0.0.0,0
P55039,0.0.0.0,0
P54792,0.0.0.0,0
Q8N682,0.0.0.0,0
Q5SXM8,0.0.0.0,0
Q9UM22,0.0.0.0,0
Q8TE67,0.0.0.0,0
Q9P0I2,0.0.0.0,0
Q9NX77,0.0.0.0,0
Q6PJG2,0.0.0.0,0
Q56P03,0.0.0.0,0
Q0PNE2,0.0.0.0,0
Q5T6L9,0.0.0.0,0
Q6PCB8,0.0.0.0,0
Q15006,0.0.0.0,0
Q96DN0,0.0.0.0,0
Q99848,0.0.0.0,0
Q9BY08,0.0.0.0,0
Q8N4Y2,0.0.0.0,0
P61550,0.0.0.0,0
Q8N3D4,0.0.0.0,0
Q8IYY4,0.0.0.0,0
P54852,0.0.0.0,0
Q8NI29,0.0.0.0,0
Q9NVF7,0.0.0.0,0
Q6BAA4,0.0.0.0,0
Q6ZV73,0.0.0.0,0
Q8N3X1,0.0.0.0,0
Q5VW36,0.0.0.0,0
Q5XX13,0.0.0.0,0
Q9UK99,0.0.0.0,0
Q96IP4,0.0.0.0,0
Q9Y247,0.0.0.0,0
Q9NP50,0.0.0.0,0
Q96EF6,0.0.0.0,0
Q96JP0,0.0.0.0,0
Q70Z53,0.0.0.0,0
P81408,0.0.0.0,0
Q9NUQ9,0.0.0.0,0
Q5TD97,0.0.0.0,0
Q92520,0.0.0.0,0
Q9Y2D4,0.0.0.0,0
Q5T9C2,0.0.0.0,0
Q7L5A3,0.0.0.0,0
Q8NB91,0.0.0.0,0
Q9BSK4,0.0.0.0,0
A1XBS5,0.0.0.0,0
Q5HYJ3,0.0.0.0,0
Q9H5X1,0.0.0.0,0
Q8TAL6,0.0.0.0,0
Q9UIM3,0.0.0.0,0
P32314,0.0.0.0,0
Q9P0K9,0.0.0.0,0
Q53RD9,0.0.0.0,0
Q9UH90,0.0.0.0,0
Q9NQT6,0.0.0.0,0
Q8N6M3,0.0.0.0,0
Q9BVV2,0.0.0.0,0
Q7Z7B0,0.0.0.0,0
Q9NXK8,0.0.0.0,0
A2A2Y4,0.0.0.0,0
Q9H0Q3,0.0.0.0,0
Q96D09,0.0.0.0,0
Q9P2W3,0.0.0.0,0
Q9H3K2,0.0.0.0,0
O95838,0.0.0.0,0
Q8NGA4,0.0.0.0,0
P63215,0.0.0.0,0
Q9H1K4,0.0.0.0,0
P48060,0.0.0.0,0
Q9UK08,0.0.0.0,0
O14610,0.0.0.0,0
Q8NEE6,0.0.0.0,0
Q6PCT2,0.0.0.0,0
Q9UBC7,0.0.0.0,0
A6NHX0,0.0.0.0,0
Q14390,0.0.0.0,0
Q96ME1,0.0.0.0,0
P61952,0.0.0.0,0
O60234,0.0.0.0,0
A7E2F4,0.0.0.0,0
Q96P66,0.0.0.0,0
Q8NFN8,0.0.0.0,0
Q5T848,0.0.0.0,0
Q8N158,0.0.0.0,0
Q9BZJ8,0.0.0.0,0
Q96P69,0.0.0.0,0
Q9BY21,0.0.0.0,0
Q8N2G8,0.0.0.0,0
Q6P9H5,0.0.0.0,0
Q9HC38,0.0.0.0,0
O15218,0.0.0.0,0
Q9UKJ3,0.0.0.0,0
P78333,0.0.0.0,0
Q9BZJ7,0.0.0.0,0
Q8WWP7,0.0.0.0,0
Q9NUV9,0.0.0.0,0
Q99445,0.0.0.0,0
O43555,0.0.0.0,0
P46091,0.0.0.0,0
P46093,0.0.0.0,0
Q9BZJ6,0.0.0.0,0
Q7Z601,0.0.0.0,0
Q8TDV0,0.0.0.0,0
O95872,0.0.0.0,0
Q8TDU6,0.0.0.0,0
Q9H9Y4,0.0.0.0,0
P16260,0.0.0.0,0
P36915,0.0.0.0,0
Q96P88,0.0.0.0,0
Q9ULK0,0.0.0.0,0
Q8TD20,0.0.0.0,0
Q9NW75,0.0.0.0,0
Q6IC98,0.0.0.0,0
O15499,0.0.0.0,0
Q9NZM5,0.0.0.0,0
Q99678,0.0.0.0,0
Q9H772,0.0.0.0,0
O60269,0.0.0.0,0
Q5T4B2,0.0.0.0,0
Q14687,0.0.0.0,0
Q8IZA3,0.0.0.0,0
Q86UP8,0.0.0.0,0
Q75WM6,0.0.0.0,0
O00155,0.0.0.0,0
Q49SQ1,0.0.0.0,0
Q96HH9,0.0.0.0,0
Q6PXP3,0.0.0.0,0
Q9BX10,0.0.0.0,0
Q5TGS1,0.0.0.0,0
Q96HZ4,0.0.0.0,0
O75335,0.0.0.0,0
Q9BU23,0.0.0.0,0
Q5VT99,0.0.0.0,0
Q9BX40,0.0.0.0,0
Q9HAT1,0.0.0.0,0
Q14392,0.0.0.0,0
Q9NQ29,0.0.0.0,0
Q9NX58,0.0.0.0,0
Q8WWC4,0.0.0.0,0
Q6ZSA7,0.0.0.0,0
O75325,0.0.0.0,0
Q5U5X0,0.0.0.0,0
O15481,0.0.0.0,0
Q96JG8,0.0.0.0,0
Q6UWN5,0.0.0.0,0
Q6UX82,0.0.0.0,0
Q96CN5,0.0.0.0,0
Q6ZN28,0.0.0.0,0
Q6DN14,0.0.0.0,0
Q86V48,0.0.0.0,0
Q8NDX9,0.0.0.0,0
O95867,0.0.0.0,0
Q9BUE0,0.0.0.0,0
A0JLT2,0.0.0.0,0
O94772,0.0.0.0,0
O75074,0.0.0.0,0
Q5SRR4,0.0.0.0,0
Q8WZ33,0.0.0.0,0
Q9HCI5,0.0.0.0,0
Q9C099,0.0.0.0,0
Q3KQU3,0.0.0.0,0
Q9BS40,0.0.0.0,0
P57077,0.0.0.0,0
Q5U623,0.0.0.0,0
Q969V1,0.0.0.0,0
Q9P086,0.0.0.0,0
Q9NQ76,0.0.0.0,0
Q5TGZ0,0.0.0.0,0
Q7Z3K6,0.0.0.0,0
Q9Y4C4,0.0.0.0,0
Q6N075,0.0.0.0,0
Q05BQ5,0.0.0.0,0
Q9BUT9,0.0.0.0,0
Q86YW9,0.0.0.0,0
P55082,0.0.0.0,0
Q7Z553,0.0.0.0,0
Q9BTT4,0.0.0.0,0
A1L020,0.0.0.0,0
O95772,0.0.0.0,0
Q8NAN2,0.0.0.0,0
Q5VWP3,0.0.0.0,0
Q9Y586,0.0.0.0,0
Q5TIA1,0.0.0.0,0
Q14D04,0.0.0.0,0
Q96JQ5,0.0.0.0,0
Q9H2W1,0.0.0.0,0
Q9BW11,0.0.0.0,0
P43358,0.0.0.0,0
Q6PF18,0.0.0.0,0
Q99550,0.0.0.0,0
Q13505,0.0.0.0,0
P12524,0.0.0.0,0
Q9UKD2,0.0.0.0,0
Q8N387,0.0.0.0,0
Q9NXC5,0.0.0.0,0
Q9GZW8,0.0.0.0,0
O43196,0.0.0.0,0
P56278,0.0.0.0,0
Q6P444,0.0.0.0,0
O14524,0.0.0.0,0
Q92686,0.0.0.0,0
O60393,0.0.0.0,0
Q86WQ0,0.0.0.0,0
Q16612,0.0.0.0,0
Q8IVD9,0.0.0.0,0
Q8IZ57,0.0.0.0,0
Q9H208,0.0.0.0,0
Q8NGE3,0.0.0.0,0
Q9UFN0,0.0.0.0,0
Q96EP9,0.0.0.0,0
Q8NGN2,0.0.0.0,0
Q8NGC8,0.0.0.0,0
Q8NGS8,0.0.0.0,0
Q8NGF0,0.0.0.0,0
Q8NGP9,0.0.0.0,0
Q8WWZ8,0.0.0.0,0
Q8TAK6,0.0.0.0,0
Q8IXM6,0.0.0.0,0
Q9H209,0.0.0.0,0
Q8NGN3,0.0.0.0,0
Q8NG84,0.0.0.0,0
Q8NGL6,0.0.0.0,0
Q9H342,0.0.0.0,0
Q8NH59,0.0.0.0,0
Q8NGK2,0.0.0.0,0
Q8NH67,0.0.0.0,0
Q8NGC0,0.0.0.0,0
Q9GZQ6,0.0.0.0,0
Q9UBM4,0.0.0.0,0
Q8NGR2,0.0.0.0,0
Q9H210,0.0.0.0,0
Q9NQN1,0.0.0.0,0
Q8NHC8,0.0.0.0,0
Q8NGW6,0.0.0.0,0
O76099,0.0.0.0,0
Q8NGA0,0.0.0.0,0
Q9BXI2,0.0.0.0,0
Q86VZ1,0.0.0.0,0
Q14990,0.0.0.0,0
P0CE72,0.0.0.0,0
Q7Z3T1,0.0.0.0,0
Q8NGJ1,0.0.0.0,0
Q8NH43,0.0.0.0,0
Q8IXE1,0.0.0.0,0
Q8NGL1,0.0.0.0,0
Q8WZ92,0.0.0.0,0
Q8NH69,0.0.0.0,0
O95222,0.0.0.0,0
Q8WZ84,0.0.0.0,0
Q8NGM9,0.0.0.0,0
Q8NGE7,0.0.0.0,0
Q8WVF1,0.0.0.0,0
Q9NZT2,0.0.0.0,0
Q6IF42,0.0.0.0,0
O76001,0.0.0.0,0
Q8NH87,0.0.0.0,0
A6NF83,0.0.0.0,0
P30954,0.0.0.0,0
Q8NGX0,0.0.0.0,0
Q9UGF7,0.0.0.0,0
A6ND48,0.0.0.0,0
Q9BQT8,0.0.0.0,0
Q96PU9,0.0.0.0,0
Q9Y585,0.0.0.0,0
Q8NGR6,0.0.0.0,0
Q8NH94,0.0.0.0,0
Q8NGL9,0.0.0.0,0
Q15615,0.0.0.0,0
Q96R72,0.0.0.0,0
Q8NH41,0.0.0.0,0
Q8NH48,0.0.0.0,0
Q8NH85,0.0.0.0,0
Q8NG75,0.0.0.0,0
Q3ZCN5,0.0.0.0,0
Q96P68,0.0.0.0,0
Q13607,0.0.0.0,0
P47888,0.0.0.0,0
Q8NGQ2,0.0.0.0,0
O76100,0.0.0.0,0
Q8IZS5,0.0.0.0,0
